frame,DetObj#,x,y,z,v,snr,noise
15,14,-0.02805,1.64551,1.05834,-0.02045,12.78632,3.78373
15,14,0.05341,1.43193,0.96563,-0.05858,5.24482,3.51898
15,14,-0.03421,1.44493,1.09554,0.13445,10.12424,3.61895
16,10,-0.11267,1.45412,1.02566,0.07964,6.96988,3.08349
16,10,0.09672,1.59763,1.18922,-0.05835,9.14808,4.30081
16,10,0.04772,1.51011,0.89114,-0.06876,8.55759,2.12967
16,10,0.14018,1.51571,1.13991,0.10599,7.90835,4.14435
16,10,0.04302,1.57781,0.94535,0.08812,6.55542,3.35738
16,10,-0.02269,1.50843,1.18944,0.2118,5.62889,3.29592
16,10,-0.03757,1.53499,1.0064,-0.10829,8.32861,1.91425
16,10,0.06115,1.52934,0.93935,-0.10687,18.41826,3.24106
16,10,0.05875,1.53849,1.13786,0.03823,11.34772,3.69819
16,10,0.15812,1.51459,1.13544,-0.07234,10.35795,3.73825
17,10,0.05802,1.53526,1.0105,0.11984,7.44657,2.24583
17,10,0.07682,1.44641,1.03066,-0.02352,9.24482,3.7302
17,10,0.11949,1.69785,1.11985,-0.11111,13.05033,3.85059
17,10,0.01516,1.72054,0.90281,0.21397,9.45188,1.12053
17,10,-0.10026,1.69506,1.23474,-0.05268,7.76757,2.99656
17,10,-0.09756,1.5529,1.17194,0.03329,11.93561,2.48597
17,10,0.10536,1.34641,1.08309,0.02227,7.47383,4.01607
17,10,-0.02409,1.35501,1.10518,0.00404,11.61968,5.54492
17,10,-0.00912,1.50031,1.23101,0.11714,7.37349,4.08295
17,10,0.10734,1.43238,1.04181,0.14508,7.60188,4.17282
18,7,0.11273,1.4258,1.16594,-0.07783,10.02177,2.21943
18,7,-0.01785,1.38934,1.19809,0.03102,14.26867,2.97752
18,7,0.16796,1.55246,0.84386,0.11168,9.28734,3.06689
18,7,-0.08122,1.57332,1.14894,0.12565,6.78307,4.10909
18,7,-0.05044,1.55627,1.06378,0.10175,12.63723,3.2701
18,7,-0.01044,1.4514,1.06948,-0.14666,9.68865,1.66215
18,7,0.03397,1.41043,1.0717,-0.01134,4.60464,3.07569
19,9,0.03163,1.47935,1.10005,0.06371,9.65191,2.2622
19,9,0.02248,1.44216,1.03922,-0.11115,10.73059,3.08247
19,9,-0.00616,1.53576,1.01499,-0.0945,7.79291,3.41906
19,9,0.20761,1.60576,1.01887,-0.00168,10.65148,3.37021
19,9,0.07581,1.6411,1.02977,-0.05629,11.24186,2.67149
19,9,-0.07178,1.47818,1.22609,0.02337,11.92002,2.46008
19,9,-0.08706,1.55245,1.18058,0.15746,7.4036,3.47941
19,9,0.0981,1.4957,1.18073,-0.0228,4.0001,2.84453
19,9,0.08093,1.5928,1.03368,-0.09899,13.51946,4.16927
20,12,-0.04621,1.4215,1.04157,-0.0284,9.87766,3.32495
20,12,0.03717,1.5698,1.10633,0.01455,11.95955,3.34213
20,12,-0.04824,1.46484,1.01702,0.09141,5.62103,3.43935
20,12,0.0739,1.38472,1.14803,0.04071,8.51905,4.21324
20,12,0.09825,1.40103,1.13585,0.01738,8.96168,2.79215
20,12,-0.09333,1.55469,1.12927,-0.00671,5.27183,3.7396
20,12,0.20701,1.51464,1.07647,0.1427,6.96329,3.05217
20,12,0.02904,1.53175,1.04484,-0.1276,6.29627,2.49881
20,12,0.11425,1.51085,0.99156,0.09873,9.5081,3.99441
20,12,0.14993,1.38811,1.00148,0.11346,8.14067,4.09194
20,12,0.0942,1.56164,1.06133,-0.02791,9.88022,2.24299
20,12,0.04509,1.52472,1.05658,0.03797,13.99652,3.30311
21,8,-0.06934,1.47888,1.11492,0.05639,9.16309,4.01242
21,8,0.19794,1.59539,1.00005,0.05404,9.59073,2.88317
21,8,0.11198,1.57915,1.13492,-0.00216,11.43914,4.05957
21,8,0.04624,1.61874,1.04395,-0.01165,11.64522,2.93095
21,8,-0.04676,1.43061,1.18174,-0.09869,12.10615,3.84076
21,8,0.11685,1.58125,1.01948,-0.1008,12.58664,3.02849
21,8,0.02468,1.5176,1.05975,0.06123,16.32223,3.61764
21,8,0.01612,1.51469,0.98563,-0.0438,7.43087,3.63318
22,7,0.14409,1.57016,0.9679,0.01344,16.44036,2.49664
22,7,0.12728,1.44386,1.08857,0.08406,11.35562,4.87169
22,7,0.25236,1.37769,1.03087,0.08439,10.90816,3.08789
22,7,-0.00525,1.50122,0.99784,-0.11512,8.29307,5.02794
22,7,0.25054,1.41111,1.09368,-0.04398,11.43294,4.32325
22,7,0.10562,1.49383,1.01931,0.00666,12.13657,2.47741
22,7,0.02772,1.50939,0.95328,-0.10179,10.99867,3.11308
23,15,0.11223,1.48382,1.11916,-0.17818,10.80405,2.62506
23,15,0.31455,1.43848,1.0921,-0.07932,9.15473,3.55639
23,15,0.00679,1.58412,0.96255,-0.10362,10.96956,1.70256
23,15,0.05638,1.47923,1.03967,0.05853,13.19181,2.94385
23,15,0.28852,1.37346,0.91774,-0.00028,5.45074,2.58124
23,15,0.02344,1.55839,1.10756,-0.11421,13.01631,3.90424
23,15,0.16615,1.51923,1.15829,0.06825,9.90865,3.81001
23,15,0.21029,1.65792,1.05861,0.19262,4.49332,2.92033
23,15,0.13372,1.49275,0.99251,0.1542,11.55288,3.48797
23,15,0.07983,1.59538,1.1273,-0.03436,6.45486,1.82651
23,15,0.13011,1.49668,1.13864,0.0479,12.77615,3.66314
23,15,0.15237,1.58088,1.07796,0.04842,7.92461,3.10528
23,15,0.18992,1.62727,1.17173,-0.0425,12.79702,3.32174
23,15,0.19606,1.48799,0.92629,-0.04838,6.77558,4.36289
23,15,0.11416,1.4325,1.18682,0.0082,9.12023,2.87277
24,14,-0.01083,1.54148,0.95046,-0.08326,13.24829,2.91337
24,14,0.10118,1.53853,1.08191,0.13938,7.38766,3.39159
24,14,-0.01706,1.47595,1.01503,0.06212,11.98311,3.48815
24,14,0.05027,1.51775,1.07081,0.09923,9.99497,3.66749
24,14,0.11784,1.50054,0.98238,0.04861,8.41347,1.50735
24,14,0.1276,1.52655,1.07607,-0.0129,10.16671,2.8648
24,14,0.02321,1.49145,1.03676,0.00262,8.58916,2.63084
24,14,0.13383,1.66217,1.12896,0.04442,13.07707,3.03297
24,14,0.10156,1.52521,1.10054,-0.0123,3.45719,3.78862
24,14,0.06493,1.50815,1.07677,0.02639,7.42189,4.27764
24,14,0.1906,1.5778,1.04264,0.11749,9.18156,3.21362
24,14,0.06998,1.46022,1.14852,-0.19394,11.01001,3.3338
24,14,0.10958,1.59056,0.96777,-0.04037,12.19239,3.66722
24,14,0.24821,1.51676,1.08379,-0.0848,12.63736,3.48436
25,12,0.26606,1.56261,1.06397,-0.14846,11.47358,2.89599
25,12,0.26884,1.66718,0.97938,-0.05666,16.90686,2.68626
25,12,0.1373,1.73116,1.02384,-0.11072,6.21286,3.9648
25,12,0.0374,1.67514,1.07696,-0.00025,16.1307,2.06888
25,12,0.20384,1.5147,0.95679,0.18745,12.08598,4.30779
25,12,0.2401,1.40204,1.07595,0.18953,15.93493,3.39897
25,12,0.12799,1.47315,1.02155,-0.04388,5.13413,2.8305
25,12,0.16267,1.45282,1.02252,0.00688,9.44465,2.84707
25,12,0.18279,1.48577,1.11475,0.11063,4.86855,3.43123
25,12,0.15559,1.52094,1.04059,-0.14674,9.44585,3.35933
25,12,0.03524,1.41457,1.04915,-0.08008,8.89423,2.04378
25,12,0.07817,1.45345,1.04639,-0.04337,15.3443,2.89425
26,10,0.0871,1.45749,1.01649,-0.04883,15.4516,2.33819
26,10,0.09381,1.41662,1.10189,0.02708,6.8505,3.80187
26,10,0.13963,1.55949,1.00006,-0.04821,6.65726,2.61082
26,10,0.1362,1.52212,1.02376,-0.0062,7.50874,2.31806
26,10,0.14153,1.48285,0.93869,0.06588,8.57936,3.64705
26,10,0.31261,1.38614,1.22964,-0.07277,11.57985,3.55978
26,10,0.13269,1.40187,1.15611,0.02322,5.82281,2.36174
26,10,0.21762,1.46934,1.10049,-0.01097,12.15783,2.99677
26,10,0.30056,1.35575,1.11102,-0.1215,10.48335,4.62306
26,10,0.2711,1.60397,1.05565,0.18069,8.31373,4.87982
27,10,0.24861,1.56861,1.03283,-0.06526,9.14496,2.89522
27,10,0.25252,1.46059,1.16372,0.06791,7.28791,3.17241
27,10,0.15406,1.61064,1.09759,-0.00094,12.93451,2.60634
27,10,0.12754,1.57284,0.94439,0.03303,9.14916,4.09772
27,10,0.11173,1.48854,1.16638,-0.06309,12.68903,3.83024
27,10,0.26363,1.52037,0.94572,0.01336,13.61788,3.7084
27,10,0.24344,1.64619,1.01287,0.04332,11.83043,3.5865
27,10,0.12537,1.42531,1.07386,0.16339,14.67652,2.13898
27,10,0.11326,1.5438,0.93767,-0.09071,11.30037,3.6048
27,10,0.11952,1.42965,1.20465,-0.00838,11.23098,4.95994
28,16,-0.00111,1.52006,1.07726,-0.00725,13.31446,4.03363
28,16,0.21628,1.43351,1.11748,-0.06209,5.73311,2.63737
28,16,0.19648,1.54096,0.9344,-0.16644,14.38158,2.44861
28,16,0.0758,1.26951,1.00707,0.06339,10.5285,3.19789
28,16,0.25575,1.47211,0.99034,-0.18424,9.20062,3.3678
28,16,0.19251,1.49531,1.08691,-0.13003,12.96507,3.78394
28,16,0.26683,1.58189,1.08812,-0.05049,9.71773,2.04355
28,16,0.14671,1.4246,1.10317,0.05432,8.42869,3.42199
28,16,0.20387,1.52682,1.13059,0.11504,13.28988,2.59954
28,16,0.38864,1.50481,0.96025,-0.10354,6.07113,4.17738
28,16,0.28839,1.5246,0.91012,-0.07065,13.4653,2.75269
28,16,0.18837,1.63714,1.09589,0.11075,9.77607,4.34332
28,16,0.12887,1.37731,1.13094,0.14981,13.60302,3.4274
28,16,0.08389,1.54512,0.89369,-0.07543,6.91338,3.76742
28,16,0.31461,1.54421,0.90395,0.0508,12.52299,3.09217
28,16,0.20073,1.29367,1.14521,0.03926,4.01993,1.77773
29,5,0.2065,1.3161,0.98212,0.0543,2.92296,3.03251
29,5,0.09123,1.57527,1.01678,0.10341,10.47708,3.25063
29,5,0.04919,1.40231,0.98949,-0.03374,8.95521,3.05137
29,5,0.15484,1.643,0.9408,-0.00258,11.23218,2.88379
29,5,0.12588,1.46822,1.06985,0.09258,8.60723,2.22696
30,12,0.26079,1.4019,1.13134,0.15423,9.63694,3.64875
30,12,0.17973,1.53275,1.03649,0.0636,10.00183,2.7828
30,12,0.15845,1.39952,1.12954,0.02657,12.11674,3.17067
30,12,0.22358,1.31641,1.07649,0.0492,14.61774,3.17551
30,12,0.23473,1.52858,0.98897,-0.07602,14.39815,2.58955
30,12,0.03509,1.43101,1.04764,-0.09451,10.4274,2.89219
30,12,0.0442,1.58091,1.00941,-0.03152,8.99449,2.78388
30,12,0.18332,1.5,1.26858,0.0022,10.79411,4.51641
30,12,0.28576,1.37971,1.10677,-0.04649,7.58601,3.05918
30,12,0.28677,1.37255,1.06022,-0.02243,10.59751,2.76117
30,12,0.29503,1.47294,1.01862,0.07991,5.65229,2.72611
30,12,0.16018,1.57975,1.0032,0.05887,8.23347,1.62761
31,8,0.23118,1.47366,1.14443,-0.00472,4.10848,3.13504
31,8,0.23897,1.40632,1.02607,-0.09608,6.20955,2.46079
31,8,0.22135,1.48936,1.10756,-0.09937,8.83823,3.10843
31,8,0.12516,1.42904,1.17769,-0.03353,17.41558,4.68083
31,8,0.29696,1.34642,0.94425,0.01177,7.09526,3.88172
31,8,0.28408,1.57835,0.98167,0.04158,7.38398,1.59763
31,8,0.22377,1.42298,1.04668,0.03415,12.1345,3.29652
31,8,0.21337,1.59805,1.05437,0.04125,11.19383,3.91526
32,6,0.33366,1.46849,1.17568,0.06313,8.53607,3.14261
32,6,0.29751,1.53637,1.08497,0.06369,9.25839,3.17314
32,6,0.25984,1.3359,1.07579,0.13585,11.25323,3.84493
32,6,0.2991,1.54855,1.12081,-0.09331,9.03672,4.45931
32,6,0.49204,1.38172,1.00208,0.13729,7.61323,4.05108
32,6,0.31762,1.44349,1.01388,-0.06011,12.01053,2.98859
33,13,0.1851,1.64202,1.06468,-0.09569,9.24745,3.87227
33,13,0.32611,1.44853,1.07555,0.02451,15.37225,3.33591
33,13,0.29972,1.49356,1.13601,0.11217,11.52498,4.18384
33,13,0.35299,1.53987,1.05622,-0.02265,16.25028,3.45066
33,13,0.28965,1.45241,1.16951,-0.17062,8.45126,3.48225
33,13,0.26017,1.40919,1.03323,-0.01025,10.23638,2.26223
33,13,0.22462,1.47582,1.09632,0.11374,7.29232,3.52505
33,13,0.20141,1.41271,1.01533,-0.06029,7.06885,4.14775
33,13,0.33795,1.43905,1.11715,0.09552,12.41158,2.57536
33,13,0.22212,1.42252,1.00378,0.05466,11.04006,3.56891
33,13,0.25954,1.4125,0.98569,0.01055,6.25487,3.42912
33,13,0.24525,1.27201,1.0865,0.0761,3.97132,3.72054
33,13,0.24612,1.47267,1.16182,-0.13922,4.57698,3.77473
34,6,0.29272,1.42206,1.09504,0.08632,10.63834,3.0773
34,6,0.20381,1.40475,1.17771,-0.04276,5.43977,4.63928
34,6,0.20701,1.36161,1.06283,0.03568,7.74932,2.75663
34,6,0.18166,1.49121,1.09966,-0.08428,3.70077,4.31481
34,6,0.27761,1.32662,1.00449,0.09094,4.69418,2.39959
34,6,0.20908,1.47335,1.00666,-0.03264,11.30619,3.43473
35,11,0.34612,1.41294,1.16504,0.04704,6.1697,3.36468
35,11,0.25463,1.42453,0.98362,0.02417,7.37813,3.31685
35,11,0.2715,1.49528,0.99195,0.1125,12.17463,2.91042
35,11,0.19281,1.58536,0.99671,-0.11678,6.18677,3.06481
35,11,0.28487,1.49409,0.89976,-0.04598,10.36485,2.59175
35,11,0.43004,1.46124,0.93281,0.07113,8.48887,3.72221
35,11,0.16111,1.50829,1.20547,0.11768,10.08084,3.8794
35,11,0.0963,1.47388,0.92453,0.04705,8.50795,3.54493
35,11,0.30855,1.25194,1.11619,-0.17099,6.40375,2.84297
35,11,0.23356,1.43113,1.02705,-0.0254,6.64124,4.35902
35,11,0.35798,1.42845,1.03996,0.00322,9.77724,3.65977
36,10,0.26718,1.47555,0.91555,0.17753,5.93276,1.94076
36,10,0.30006,1.54099,1.07106,0.00035,12.1393,1.61928
36,10,0.34212,1.4157,0.92256,-0.03196,13.48261,2.6459
36,10,0.29196,1.46437,1.17851,0.03692,6.19205,1.56628
