frame,DetObj#,x,y,z,v,snr,noise
2,25,0.15186,1.78114,1.57487,-0.01405,11.18984,2.19387
2,25,0.02675,1.64027,1.49252,-0.03988,12.76712,2.28331
2,25,0.08331,1.64993,1.71045,0.07403,12.42914,2.94265
2,25,0.30387,1.9978,1.46546,-0.06333,15.63476,2.9815
2,25,0.02274,1.67731,1.63884,0.05754,16.03429,1.96566
2,25,0.29379,1.70519,1.47422,-0.03726,8.04919,2.67201
2,25,0.10304,1.82571,1.54723,-0.03516,19.34998,2.2937
2,25,0.2087,1.72209,1.37867,0.05037,17.37286,4.10803
2,25,0.26358,1.75554,1.45145,0.06824,12.29078,1.50455
2,25,0.13597,1.88698,1.65197,-0.0209,12.74078,2.93171
3,20,0.13528,1.82232,1.30898,0.10711,10.79932,1.15478
3,20,0.26441,1.85095,1.67214,-0.06161,13.08746,0.73421
3,20,0.22156,1.77369,1.36058,-0.03534,16.12213,2.36229
3,20,0.15992,1.86832,1.553,-0.00812,12.1931,2.265
3,20,0.263,1.87586,1.40634,-0.04627,3.90619,2.01539
3,20,0.14158,1.7364,1.0838,0.18969,14.40275,2.18741
3,20,0.33891,1.8337,1.57391,-0.04733,14.00392,3.10471
3,20,0.02338,1.91644,1.99225,-0.01276,11.88851,2.40308
3,20,0.31798,1.74816,1.42579,-0.10308,10.10072,2.82381
3,20,0.18421,1.64694,1.53995,-0.16932,10.41253,2.10574
3,20,0.29098,1.77561,1.27151,0.04847,15.89088,2.00113
3,20,0.17485,1.86379,1.29573,-0.1215,13.55954,2.37585
3,20,0.07976,1.8649,1.21654,0.02992,10.66974,2.83677
3,20,-0.04589,1.6781,1.76005,0.11831,8.3156,1.84607
3,20,0.00575,1.85892,1.62106,0.02133,12.13878,2.51731
3,20,0.32302,1.65587,1.59576,-0.08511,17.33595,1.76328
3,20,0.15698,1.83118,1.37851,0.0407,12.73408,2.92079
3,20,0.34527,1.7695,1.54383,-0.09705,23.36667,2.30451
3,20,0.20607,1.77511,1.62668,-0.05426,19.3457,2.90299
3,20,0.08765,1.937,1.4234,-0.07824,9.07482,1.61799
4,31,-0.00562,1.51584,1.65894,0.11439,16.7883,2.87255
4,31,0.25883,1.58143,1.61737,0.13118,11.61549,2.39984
4,31,0.24418,1.79313,1.14073,-0.01735,12.63789,2.65966
4,31,0.17535,1.68341,1.32566,-0.02626,9.08271,1.81537
4,31,0.03021,1.91465,1.62058,0.03318,12.0423,2.38726
4,31,-0.02431,1.85178,1.69331,-0.12926,10.65845,2.03551
4,31,0.17669,1.88699,1.57992,0.06051,8.16135,2.92976
4,31,0.13138,1.8287,1.0294,0.03267,9.05811,2.45749
4,31,0.08089,1.63956,1.42791,-0.06684,13.4626,1.268
4,31,0.23553,1.76092,1.33069,0.13061,13.99581,3.10166
4,31,0.16291,1.79949,1.61092,0.03184,17.1402,3.08255
4,31,0.0904,1.86446,1.27837,0.07359,8.35784,2.54986
4,31,0.05588,1.80121,1.21342,-0.1251,16.86242,2.42787
4,31,0.20545,1.68288,1.62383,0.01596,16.06734,1.86325
4,31,0.01894,1.84318,1.48279,0.00023,18.21171,2.87811
4,31,0.05674,1.78397,1.68038,0.11998,10.74095,1.45639
4,31,0.09579,1.79848,1.85066,-0.07627,7.45329,2.32327
4,31,0.29024,1.60571,1.45902,-0.01867,11.81216,3.24187
4,31,0.04978,1.8432,1.40061,-0.08668,12.62328,2.31117
4,31,0.12143,1.81479,1.55158,0.0753,15.26384,2.10327
4,31,0.02278,1.88628,1.36814,-0.13423,9.86417,2.73552
4,31,0.2166,1.95182,1.4794,-0.02252,9.71884,2.37362
4,31,0.1899,1.59068,1.54067,0.02211,18.40073,1.79049
4,31,0.12495,1.878,1.53137,0.03608,15.29164,2.15397
4,31,0.22837,1.58632,1.38244,-0.0119,12.39086,2.58288
4,31,0.17009,1.82253,1.52534,0.04569,14.03975,3.12876
4,31,0.11099,1.87994,1.60261,0.07256,13.95944,2.86573
4,31,0.17389,1.76949,1.35034,-0.03691,15.60966,3.19932
4,31,0.01883,1.68245,1.77146,-0.10674,13.01277,3.99292
4,31,0.28614,1.74729,1.50649,-0.12409,13.69238,2.30709
4,31,-0.08424,1.66676,1.57065,0.00477,12.76004,2.48968
5,19,0.04119,1.99254,1.71945,-0.04994,11.05019,3.05943
5,19,0.28478,1.71512,1.73633,0.10058,13.00053,2.80951
5,19,0.31964,1.71305,1.68597,0.07712,11.46385,2.52259
5,19,0.16741,1.66887,1.44471,0.0915,11.81846,2.18135
5,19,0.3696,1.43585,1.67419,-0.03854,23.08441,3.57101
5,19,0.09399,2.10174,1.5162,-0.07693,9.88708,1.5041
5,19,0.21046,1.89085,1.25639,-0.0403,11.43957,1.25582
5,19,0.14432,1.75242,1.66097,0.18175,13.27928,3.58025
5,19,0.10718,1.77982,1.57561,-0.09822,13.09132,4.64512
5,19,-0.05412,1.81132,1.52499,-0.07859,6.59344,3.08803
5,19,0.35677,1.75546,1.33992,0.04451,11.01908,2.84223
5,19,0.14392,1.6083,1.60895,-0.10175,12.20519,3.58344
5,19,-0.18367,1.91522,1.57377,-0.1064,14.59459,1.66452
5,19,0.27646,1.60849,1.43454,0.0832,16.03755,1.73437
5,19,0.17164,1.82391,1.74399,0.09469,14.52509,2.64802
5,19,0.16976,1.59399,1.44753,0.09662,12.7822,2.8351
5,19,-0.01666,1.60772,1.4694,0.13968,16.94197,2.38255
5,19,0.12487,1.83824,1.5028,0.10168,17.124,2.46339
5,19,0.27197,1.94466,1.57999,-0.02001,21.46017,1.71485
6,15,0.0468,1.6917,1.48331,0.06684,9.07724,3.88669
6,15,0.48451,1.66465,1.39053,-0.02967,14.26437,1.82005
6,15,0.01999,1.71194,1.21348,0.01354,16.03804,2.04536
6,15,0.29664,1.77871,1.25781,0.09934,15.85441,3.87082
6,15,0.24008,1.81018,1.43605,0.13006,17.377,2.90302
6,15,0.2712,1.42965,1.46289,0.0193,21.96,1.79891
6,15,0.16431,1.89636,1.36793,-0.0673,17.25625,2.06591
6,15,0.17008,1.61884,1.58308,0.00853,14.2275,0.76443
6,15,0.33004,1.78627,1.20039,-0.02074,12.19077,2.29844
6,15,0.02144,1.93523,1.56579,-0.09091,13.95129,1.94767
6,15,0.12118,1.74877,1.30698,-0.07903,13.4884,1.17081
6,15,0.19983,1.65735,1.56569,-0.08724,21.30446,3.19572
6,15,0.23048,1.69337,1.41429,-0.02944,18.55039,2.67462
6,15,0.2495,1.71318,1.43731,-0.08497,15.99366,1.72503
6,15,0.19645,1.88924,1.47707,-0.09797,11.18254,2.39524
7,20,0.25841,1.82796,1.40433,0.04538,15.06685,3.43572
7,20,0.25752,2.01997,1.40492,0.10918,17.81972,2.27528
7,20,0.25639,1.77484,1.50546,-0.01442,9.44274,3.00496
7,20,0.24387,1.80605,1.2364,0.01138,12.4841,2.35813
7,20,0.19044,1.81805,1.60459,-0.00125,16.68385,2.70274
7,20,0.27988,2.06427,1.74377,0.00955,14.83542,3.72005
7,20,0.11731,1.74727,1.35298,-0.06713,15.55104,2.14477
7,20,0.21565,1.61412,1.45885,0.05996,18.73649,2.037
7,20,-0.04687,1.79354,1.50538,0.02641,15.19842,2.73392
7,20,0.33151,1.71842,1.31424,0.0029,15.13523,2.46045
7,20,0.30016,1.43664,1.65442,0.07746,8.35458,1.33261
7,20,0.06842,2.08904,1.6656,0.0857,6.78812,2.38601
7,20,0.20392,1.72271,1.43511,-0.0186,17.63684,2.85672
7,20,0.39514,1.82162,1.57064,0.01653,14.36513,3.47792
7,20,0.34396,1.82625,1.46092,0.01075,12.05884,2.49621
7,20,0.09053,1.82694,1.60972,0.03067,9.50687,1.96741
7,20,0.34379,1.79271,1.32983,0.0998,11.62248,2.62777
7,20,0.14028,1.69816,1.54671,-0.0174,9.21258,2.11849
7,20,0.02139,1.8809,1.20904,0.06074,16.54134,2.35784
7,20,0.12414,1.77604,1.63331,-0.04992,19.47886,0.69919
8,17,0.28258,1.92504,1.57401,0.00453,10.72289,2.8758
8,17,0.11286,1.5284,1.6426,-0.19382,15.93182,3.25717
8,17,0.12133,1.85592,1.57526,0.00803,13.1956,2.94298
8,17,0.01988,1.77401,1.4819,-0.00151,11.42258,2.22514
8,17,0.36585,1.75283,1.40453,-0.10165,14.91582,3.17156
8,17,0.00759,1.79546,1.3373,-0.01166,10.01067,2.36569
8,17,0.16223,1.65671,1.65117,0.11554,13.53029,2.83543
8,17,0.45758,1.75372,1.46596,0.03687,18.54512,2.84551
8,17,0.09501,1.61032,1.42522,0.01135,14.69153,3.37279
8,17,0.0274,1.72453,1.36501,0.04189,17.06314,2.5522
8,17,0.10804,1.70789,1.38951,0.07766,13.15812,2.48498
8,17,0.11377,1.91578,1.51169,-0.04342,10.2859,2.9717
8,17,0.24464,1.80489,1.54807,-0.03081,5.56104,1.92354
8,17,0.127,1.91951,1.39778,0.03983,18.0404,2.23117
8,17,-0.01162,1.77477,1.42457,-0.02573,13.26927,1.79925
8,17,0.08063,1.69713,1.46222,0.01925,9.12541,1.87396
8,17,0.17002,1.77152,1.41193,-0.16515,14.89285,2.93162
9,36,0.27924,1.76136,1.57682,-0.06042,15.92142,1.30054
9,36,0.02921,1.75924,1.62913,-0.09384,13.74723,2.75647
9,36,-0.05394,1.68155,1.46543,0.08674,13.7231,3.23657
9,36,0.17927,1.48216,1.48027,-0.05423,8.30247,2.14253
9,36,0.24482,1.65802,1.63487,-0.09731,19.30107,3.15565
9,36,0.3111,1.79969,1.74412,0.0183,10.56259,2.82058
9,36,0.09565,2.03343,1.37337,-0.00885,9.98039,2.3312
9,36,0.20122,1.86254,1.6749,0.02676,10.57297,2.6125
9,36,0.22055,1.83993,1.572,-0.01065,9.1265,1.55971
9,36,0.31803,1.81162,1.63854,-0.01924,15.86432,1.91479
9,36,0.31214,1.8404,1.59332,-0.13568,12.44,2.81427
9,36,0.01204,1.77589,1.58324,0.06293,8.8625,1.48824
9,36,0.25925,1.78989,1.50735,-0.02343,15.18545,1.61605
9,36,0.10958,1.73946,1.60256,-0.01904,12.90669,3.492
9,36,0.16535,1.75587,1.53731,-0.05205,11.1887,2.23657
9,36,0.27137,1.77752,1.46867,0.0023,12.00573,3.39535
9,36,0.25231,1.82048,1.45795,0.12106,11.65354,1.794
9,36,0.21404,2.00678,1.39971,-0.08934,12.53018,2.53295
9,36,0.30695,1.84045,1.72662,0.0499,17.15348,2.77968
9,36,-0.09389,1.49775,1.41683,0.07911,14.10711,2.68409
9,36,0.1644,1.48539,1.62318,-0.20432,13.75836,2.33757
9,36,-0.09023,1.69918,1.59578,0.07396,12.93394,2.08882
9,36,0.10094,1.92165,1.61403,0.03422,13.79465,2.56355
9,36,0.1649,1.86417,1.53365,-0.04835,14.17529,2.62274
9,36,0.06238,1.79052,1.56871,0.03902,13.24227,3.09091
9,36,0.07217,1.80782,1.2874,-0.05548,10.09304,1.74433
9,36,-0.07123,1.83279,1.28807,0.12933,14.69992,2.3142
9,36,0.29195,1.63905,1.63038,0.00094,12.58744,2.49764
9,36,0.28993,1.7137,1.46392,0.02924,9.25774,2.26454
9,36,0.25126,1.59261,1.60809,-0.09255,10.57743,2.07398
9,36,0.25253,1.75503,1.49226,0.04913,15.88772,1.50938
9,36,0.30808,1.62934,1.44785,-0.06287,14.88952,3.0506
9,36,0.07651,2.03022,1.43977,0.07623,13.7329,2.47354
9,36,0.07757,1.7081,1.68088,-0.09072,9.87409,2.69624
9,36,0.01796,1.71242,1.56186,-0.05988,12.85209,2.43969
9,36,0.14861,1.79052,1.27795,0.02846,13.48367,2.26872
10,23,0.20258,1.99737,1.68666,0.05487,17.21619,1.83548
10,23,-0.00488,1.79934,1.55085,0.04728,15.41733,2.12975
10,23,0.21649,1.85827,1.4001,-0.08058,13.83519,3.07549
10,23,0.26584,1.83909,1.76413,-0.00783,10.27979,2.37809
10,23,0.14218,1.65533,1.21688,-0.04375,18.95977,2.32973
10,23,0.35153,1.90545,1.3479,-0.02357,14.42153,3.13067
10,23,0.13791,1.67827,1.57065,-0.04926,14.57227,2.26164
10,23,0.06609,1.92561,1.56986,0.00708,14.677,3.4661
10,23,0.13695,1.74903,1.47871,0.02366,12.61516,1.8316
10,23,-0.10983,1.84549,1.52771,0.14021,16.49337,2.54384
10,23,0.25008,1.49312,1.31861,0.01799,12.75433,1.91162
10,23,0.18486,1.76454,1.41186,-0.0756,12.38481,2.04171
10,23,0.16907,1.62071,1.65206,0.09912,8.70354,1.0142
10,23,0.3425,1.68084,1.42868,0.16099,11.08967,1.99504
10,23,0.13486,1.76865,1.52382,0.04575,15.12824,1.86867
10,23,-0.06941,1.99491,1.84114,-0.01939,11.97115,1.62124
10,23,0.06309,1.87492,1.37005,-0.0417,12.7441,2.78909
10,23,0.29386,1.71993,1.42686,-0.11486,9.24725,2.01683
10,23,0.22212,1.85268,1.57592,-0.11608,18.9767,2.87198
10,23,0.35834,1.86474,1.43592,0.03007,14.45284,2.84059
10,23,0.23074,1.94328,1.57633,-0.04243,7.57927,3.30575
10,23,0.26296,1.79967,1.48829,-0.03431,20.68054,2.22919
10,23,0.19443,1.58068,1.45069,-0.01189,10.33184,2.19257
11,28,0.24137,1.85724,1.61461,-0.03945,11.83969,2.31369
11,28,-0.02159,1.83476,1.40939,0.02363,13.27377,2.76015
11,28,0.13089,1.80953,1.41462,-0.05571,11.16236,2.53371
11,28,0.23039,1.99279,1.5168,-0.04707,16.92054,3.40142
11,28,0.04515,1.7213,1.5313,0.0602,13.64249,2.26143
11,28,0.09606,1.74048,1.35703,-0.01165,17.68918,2.16828
11,28,0.15677,1.73127,1.60571,-0.06203,9.51923,2.56583
11,28,0.3493,1.51554,1.57314,0.1676,21.88243,2.12252
11,28,0.20939,1.8115,1.36291,-0.02543,11.01842,3.0582
11,28,0.1819,1.69646,1.5053,-0.02782,15.48901,3.42969
11,28,0.19749,1.74492,1.25728,0.00055,14.70686,1.59117
11,28,0.16355,1.8815,1.41377,-0.07548,11.3615,2.25984
11,28,0.19969,1.81589,1.49805,0.08714,9.59914,1.92146
11,28,0.23849,1.5666,1.67062,-0.0942,13.11802,2.65208
11,28,0.08935,1.93937,1.50981,-0.09548,16.86999,2.07787
11,28,0.11548,1.75721,1.34441,-0.09141,15.73476,2.78987
11,28,0.30365,1.9759,1.32487,-0.04424,11.94445,2.41821
11,28,0.18509,1.70276,1.31295,-0.07317,18.78246,1.71921
11,28,0.18808,1.73323,1.4828,0.05563,8.08187,1.85604
11,28,0.31688,1.63219,1.47969,0.00153,15.07067,0.87323
11,28,0.03148,2.03377,1.64269,-0.02905,14.48626,2.49959
11,28,0.09105,1.47137,1.4233,0.05146,16.07378,2.76677
11,28,0.0748,1.70248,1.45472,0.06943,12.97433,3.17771
11,28,-0.12196,2.02665,1.41134,-0.11106,13.57768,1.58711
11,28,0.25856,1.81913,1.548,-0.09628,21.17718,2.35115
11,28,0.09801,1.84808,1.53715,0.14645,11.90621,2.42706
11,28,0.20321,1.61106,1.40634,0.13315,11.73508,2.69243
11,28,0.262,1.74194,1.58805,-0.06961,17.24258,3.17622
12,35,-0.00352,1.57333,1.82272,0.09689,16.74018,2.36208
12,35,0.10397,2.01686,1.32102,0.10318,16.01432,2.07925
12,35,0.16489,1.77097,2.00501,0.08596,12.33313,2.41973
12,35,0.28095,1.72491,1.5416,-0.03388,14.80096,3.2017
12,35,0.46439,2.07903,1.61521,-0.08134,15.1885,3.09747
12,35,0.36512,1.88401,1.34143,-0.04719,14.63143,1.99207
12,35,0.29228,1.72207,1.37605,0.13857,19.83922,2.96588
12,35,0.13332,1.52994,1.3267,-0.01948,19.4635,2.30022
12,35,0.19303,1.67053,1.64127,-0.09674,9.08467,2.97269
12,35,0.07328,1.76266,1.96835,-0.06842,16.2746,2.41074
12,35,-0.06338,2.02786,1.63712,-0.04679,12.53222,2.97951
12,35,0.05238,1.84355,1.48528,0.0536,12.8618,2.61516
12,35,0.2339,1.62812,1.66969,-0.00661,13.43474,2.45675
12,35,0.26553,1.95247,1.53052,0.06809,17.38348,3.07998
12,35,0.33208,1.82081,1.54219,0.0888,12.02117,2.40348
12,35,0.34452,1.95303,1.7546,-0.0644,15.053,3.28862
12,35,0.09268,1.83005,1.62574,0.01161,13.86416,2.14788
12,35,0.20463,1.66627,1.40657,-0.08431,17.86591,2.72707
12,35,0.19816,1.96629,1.49524,-0.03225,18.12682,1.48948
12,35,0.269,1.79994,1.44498,0.04389,12.19171,1.68412
12,35,0.42416,1.7905,1.58937,0.14021,9.77873,2.20933
12,35,0.28886,1.79636,1.53634,-0.06587,20.14306,2.23221
12,35,0.31256,1.71377,1.6858,-0.07873,12.81484,1.22915
12,35,-0.1539,1.71405,1.38955,0.13917,15.85662,2.16487
12,35,-0.00052,1.76426,1.54276,-0.04447,6.53998,1.24499
12,35,0.01062,1.65329,1.37469,-0.05048,12.26784,1.10413
12,35,-0.09642,1.74508,1.58139,-0.09863,17.27231,2.65689
12,35,0.22485,1.78411,1.3759,-0.06863,15.68504,1.71552
12,35,0.21828,1.73095,1.55246,0.18317,21.34126,1.52444
12,35,0.10124,1.69401,1.68455,0.20282,15.26365,2.07055
12,35,0.07902,1.84087,1.6477,0.06058,9.74988,1.89388
12,35,0.16859,1.74469,1.60573,0.03018,10.0947,2.30363
12,35,0.28199,1.72354,1.51469,0.12334,12.84526,1.79215
12,35,0.24584,1.73824,1.63153,-0.00311,14.75779,2.31461
12,35,0.12451,1.90294,1.50264,0.02236,17.03188,2.12138
13,37,0.07679,1.79042,1.55718,-0.13851,9.3387,1.71331
13,37,0.09659,1.9018,1.43995,0.00218,12.12064,2.65338
13,37,0.21201,1.96032,1.54499,-0.04959,17.39852,3.07922
13,37,0.07226,1.70324,1.50614,0.07888,9.90398,2.63955
13,37,-0.03687,1.80417,1.65598,-0.11027,15.10672,1.57727
13,37,0.23572,1.81902,1.49181,0.06693,18.94021,2.50592
13,37,0.27523,1.82634,1.07482,-0.04982,12.374,1.57897
13,37,0.31923,1.5845,1.31153,-0.058,14.9359,2.9276
13,37,0.16349,1.83029,1.89586,0.03277,14.41584,2.71525
13,37,0.02594,1.87679,1.23003,-0.07115,15.70065,1.25493
13,37,0.09837,1.78833,1.53976,-0.08441,11.24507,2.0041
13,37,0.08348,1.69992,1.46096,-0.03738,1.39071,1.6516
13,37,0.15613,1.64645,1.33386,0.03596,16.75597,2.09879
13,37,0.2003,1.81841,1.32093,0.02483,20.84818,3.3039
13,37,0.28376,1.70087,1.48946,-0.02935,12.60224,1.90609
13,37,0.14771,1.79354,1.44889,-0.0474,14.55261,2.92155
13,37,0.2915,1.87279,1.39026,-0.09972,17.45363,2.28007
13,37,0.00592,1.69303,1.76623,0.09585,14.99157,4.12339
13,37,0.52255,1.95378,1.69892,-0.06331,15.82949,2.02791
13,37,0.44262,1.78167,1.61825,-0.01421,13.4125,1.99671
13,37,0.02275,1.83727,1.6858,-0.0,11.79627,1.55182
13,37,0.02369,1.84301,1.57523,-0.045,11.30888,1.90076
13,37,0.045,1.89355,1.62557,-0.03352,9.63818,1.77036
13,37,0.36229,1.69459,1.45191,-0.01796,12.16981,2.93
13,37,0.08115,1.69939,1.50971,0.0246,13.98729,2.9939
13,37,0.10879,1.94433,1.69633,-0.0048,18.34132,2.04766
13,37,0.33874,1.82099,1.59974,-0.07898,8.83994,2.62354
13,37,0.19663,1.74903,1.48697,0.08512,15.30003,2.42549
13,37,0.11502,1.76738,1.4967,0.0387,14.58446,1.99872
13,37,0.28994,1.97608,1.6514,-0.00097,16.1772,3.1787
13,37,0.16751,1.75347,1.6331,0.05571,8.41514,2.71639
13,37,0.22408,1.81486,1.63896,-0.08867,18.44901,3.21185
13,37,0.29666,1.76679,1.4041,-0.10421,9.70042,0.89195
13,37,0.24225,1.75286,1.44035,0.02863,16.32028,3.4546
13,37,0.3992,1.89662,1.4263,0.03681,11.07913,1.71821
13,37,0.10877,1.60785,1.42777,-0.04128,9.10707,2.17809
13,37,0.25564,1.8591,1.2147,-0.03406,10.29976,2.29209
14,33,0.19279,1.79035,1.55904,-0.09317,9.85603,1.37391
14,33,0.01882,1.62367,1.62454,0.04219,19.84088,2.12835
14,33,0.12424,1.79609,1.38811,0.07173,15.39282,1.91881
14,33,0.24991,1.69686,1.51927,-0.05426,12.2391,1.64145
14,33,0.06028,1.87024,1.56276,-0.02445,12.014,0.70088
14,33,0.20297,1.96462,1.81804,0.01336,13.15449,0.73185
14,33,0.20505,1.70254,1.26295,-0.09901,19.38581,1.39607
14,33,0.00919,1.66404,1.50546,0.05484,20.88041,2.77413
14,33,0.31076,1.67964,1.57535,-0.03481,8.58314,2.7479
14,33,0.24705,1.66375,1.55964,0.08631,9.55164,3.4949
14,33,0.2634,1.87279,1.57469,0.00785,12.86772,2.39486
14,33,0.24242,1.8987,1.69509,-0.06569,16.67698,2.56697
14,33,0.23151,1.85735,1.5295,-0.03364,11.1475,3.55549
14,33,0.27417,1.73436,1.18355,-0.00496,20.48165,0.97395
14,33,0.14113,2.04671,1.53794,0.01882,10.7339,1.40357
14,33,0.08579,1.7573,1.77066,-0.00022,20.70435,1.613
14,33,0.22235,2.07771,1.70345,0.04473,16.04596,2.95073
14,33,0.31851,1.81014,1.40246,-0.04254,10.27038,3.97416
14,33,0.04541,1.64708,1.62804,0.07162,15.5919,2.91473
14,33,0.19581,1.76205,1.19264,-0.12152,10.18825,2.0249
14,33,0.07574,1.51596,1.4108,-0.13903,12.7936,2.00576
14,33,-0.08536,1.73265,1.48562,-0.04788,17.04645,1.91131
14,33,0.15195,1.92274,1.16654,0.14766,8.80917,2.13031
14,33,0.14424,1.80294,1.786,0.09179,21.39768,1.24244
14,33,0.26552,1.89138,1.70253,0.06699,13.13959,2.11225
14,33,0.42399,1.8027,1.43561,0.0649,13.47765,2.4142
14,33,0.1616,1.78463,1.56151,0.08394,11.58724,2.62647
14,33,0.25401,1.72268,1.66071,-0.15447,16.35661,3.80907
14,33,0.11656,1.82535,1.31545,0.01503,16.15413,2.10876
14,33,0.20675,1.99613,1.56526,0.04888,15.39451,3.02106
14,33,0.17944,1.73995,1.5638,-0.05614,13.56466,2.79443
14,33,0.3236,1.82999,1.49353,0.03773,13.81791,2.38526
14,33,0.13845,1.83755,1.46199,0.0691,10.6459,2.75849
15,22,0.18535,1.70192,1.48913,0.17106,17.67717,2.51406
15,22,0.1185,1.94598,1.42912,0.02967,22.24549,1.52711
15,22,0.1612,2.01835,1.65086,-0.07037,14.9814,3.29044
15,22,0.27266,1.91593,1.48384,-0.1648,16.1849,2.95918
15,22,0.26095,1.89397,1.34137,-0.06559,9.45189,1.46848
15,22,0.06975,1.61697,1.5645,-0.09205,11.954,3.52237
15,22,0.23854,1.57935,1.51143,0.00656,10.3856,2.72987
15,22,0.2456,1.81351,1.67562,-0.02021,13.14209,2.8177
15,22,-0.03404,1.89649,1.84674,-0.13132,12.45221,2.95771
15,22,-0.00728,1.73395,1.78818,-0.14348,8.79896,2.89491
15,22,0.32078,1.84779,1.53191,0.01392,13.75568,2.63666
15,22,0.19279,1.77564,1.54795,-0.06509,20.58824,3.02019
