frame,DetObj#,x,y,z,v,snr,noise
7,24,-0.0202,1.61865,0.75413,0.12677,16.8813,2.16681
7,24,-0.12185,1.61037,0.93752,0.07795,12.94433,1.60062
8,23,-0.03818,1.45902,0.66102,-0.10417,15.00101,1.82467
8,23,-0.07369,1.23313,0.93501,-0.08475,15.93195,3.05743
8,23,-0.13511,1.65946,1.01942,0.05203,11.46645,1.72378
8,23,0.07297,1.62352,0.95425,0.06641,21.316,1.80921
8,23,-0.04459,1.54806,1.06952,-0.03739,15.24001,1.80048
8,23,0.12411,1.46445,1.20491,-0.0445,13.64709,1.75796
8,23,0.01392,1.56866,0.98251,-0.02689,13.31729,2.83186
8,23,0.02004,1.42935,1.10306,0.12698,17.14744,2.26462
8,23,-0.25557,1.7306,0.89829,-0.01651,16.83713,2.51053
8,23,-0.3473,1.35403,0.85582,0.09357,15.0162,1.59721
8,23,-0.16756,1.50742,1.04106,-0.01209,15.89435,2.48672
8,23,-0.05399,1.47878,0.92416,0.01286,12.10081,2.35609
8,23,-0.38062,1.47294,1.03225,0.08658,12.10361,2.13787
8,23,0.16224,1.07758,0.74184,-0.01955,16.80243,2.54789
8,23,-0.25248,1.29639,1.10987,-0.01434,13.1016,3.62761
8,23,0.02307,1.4026,0.88748,-0.04181,12.97983,3.00414
8,23,-0.24314,1.35003,0.86674,0.12106,9.80946,1.58924
8,23,-0.04989,1.82398,1.00235,-0.04916,10.94166,2.81063
8,23,-0.20573,1.22872,0.84795,-0.0587,14.16936,1.153
8,23,-0.27224,1.59835,1.10308,0.06396,13.15961,3.28312
8,23,0.30906,1.31697,1.09759,-0.11822,9.13802,2.22421
8,23,-0.01833,1.27653,1.1278,-0.09745,8.70606,3.28801
8,23,-0.14105,1.56221,0.80641,0.02932,9.55178,3.95525
9,17,-0.3825,1.59485,0.94839,0.07724,20.05629,2.39271
9,17,-0.09697,1.40429,1.10396,0.02096,19.48336,2.72122
9,17,-0.00767,1.71325,0.90294,-0.02155,18.17377,1.85001
9,17,-0.04281,1.62301,1.39519,-0.04266,16.23937,2.15622
9,17,0.25576,1.44785,1.05033,-0.05507,17.0173,2.15912
9,17,-0.09141,1.48407,1.05024,0.07612,12.60295,2.0538
9,17,-0.35994,1.67742,0.92658,-0.13645,17.11654,1.75505
9,17,-0.36714,1.51128,1.02935,-0.10166,17.52127,2.49534
9,17,0.00314,1.34346,0.96115,-0.05648,16.25423,2.20074
9,17,-0.25799,1.06749,0.82309,-0.13356,13.64077,2.52428
9,17,0.16757,1.37343,1.08534,-0.04088,14.88545,3.30405
9,17,-0.19492,1.84821,0.9046,-0.03924,13.27519,1.15338
9,17,0.02888,1.38992,0.85828,0.09168,16.54585,2.61484
9,17,-0.05383,1.40931,0.85112,0.01822,9.03437,3.71996
9,17,0.03277,1.73475,0.87585,0.00464,7.37266,3.08762
9,17,-0.0074,1.57089,1.08045,0.05858,9.36499,2.24284
9,17,-0.16265,1.91492,0.83919,0.11239,16.6638,3.10772
10,27,0.04514,1.55445,0.85771,0.00947,9.16478,2.7967
10,27,-0.3203,1.64433,0.65725,-0.06375,14.40491,3.40855
10,27,-0.04555,1.54994,1.03143,-0.1461,20.76715,1.59227
10,27,-0.0779,1.51292,0.97745,0.0183,14.80828,3.72633
10,27,-0.31673,1.63394,1.19751,0.09505,13.13269,2.46972
10,27,0.41265,1.3712,1.0336,0.05233,9.4329,2.00306
10,27,-0.3273,1.32276,1.16192,0.08935,15.05355,0.73823
10,27,-0.05816,1.46731,0.99966,-0.01559,14.75299,2.80766
10,27,-0.23042,1.66904,0.98033,-0.01503,19.46554,2.29204
10,27,-0.40141,1.39655,1.12732,-0.02959,18.33158,2.33289
10,27,0.1663,1.37418,0.85599,-0.14143,15.17451,2.15389
10,27,-0.05663,1.32742,1.14425,0.12734,16.35017,1.14471
10,27,0.2586,1.67228,0.94218,-0.01942,10.93266,3.06513
10,27,-0.05971,1.25654,1.02059,0.05926,19.55076,2.4341
10,27,-0.55818,1.33528,0.9514,0.0008,17.41012,2.31921
10,27,-0.3145,1.22571,1.11993,-0.02178,12.57517,2.63673
10,27,-0.11663,1.51856,0.98725,-0.08854,11.22244,1.48462
10,27,-0.22174,1.40364,1.30848,-0.12021,11.49188,1.61887
10,27,0.12236,1.21158,0.96256,0.12767,14.72956,1.76808
10,27,0.04883,1.50866,0.91564,0.07772,14.66918,1.3776
10,27,-0.02036,1.54178,0.8584,0.01711,18.49686,0.16429
10,27,-0.12715,1.5015,1.44683,0.12364,15.54405,2.48185
10,27,-0.01926,1.73525,1.28331,0.06892,10.03555,3.33633
10,27,-0.07542,1.4527,0.89625,-0.09841,15.72224,2.87695
10,27,0.03201,1.73785,0.65163,0.01857,13.14608,1.77159
10,27,-0.34321,1.43537,1.04113,0.02968,16.04642,2.60664
10,27,0.12521,1.40595,0.8067,-0.03165,9.68123,3.3105
11,20,0.08863,1.48477,1.07167,0.05876,10.44164,2.62395
11,20,0.02409,1.38383,1.05197,0.0898,16.20038,3.02376
11,20,0.25017,1.23817,0.91544,0.01205,15.38496,3.16169
11,20,-0.4751,1.41849,0.9831,-0.00626,8.85932,2.95403
11,20,-0.30729,1.46188,1.05564,-0.03375,13.94734,2.6738
11,20,0.07726,1.69924,1.03706,-0.04665,13.07201,1.5721
11,20,-0.33996,1.46086,1.08887,-0.07541,14.98774,2.26285
11,20,0.20519,1.39058,1.1701,-0.05066,13.97817,2.16717
11,20,-0.19825,1.55797,0.71262,0.10032,13.96132,2.75404
11,20,0.12851,1.51853,1.05315,0.0043,12.42891,2.74618
11,20,-0.23146,1.49917,1.01879,0.01624,16.14083,2.99655
11,20,0.12895,1.56254,0.64285,0.06231,17.49293,3.41285
11,20,-0.48661,1.23884,1.10287,-0.01156,11.4504,2.40711
11,20,0.05259,1.4198,0.59585,0.08082,18.1663,1.60078
11,20,-0.24105,1.28513,0.9555,0.07183,10.49593,2.84914
11,20,-0.20278,1.47099,0.78246,-0.11639,9.57959,2.54561
11,20,-0.20724,1.43039,0.9687,0.00117,12.85767,2.38021
11,20,-0.34245,1.61523,0.91606,0.1516,12.78724,2.56919
11,20,-0.35954,1.55095,0.96212,0.00698,8.23642,2.36354
11,20,-0.32099,1.47498,1.09677,0.01251,17.04049,1.83038
12,20,0.16745,1.49186,1.01158,0.08708,13.27457,2.63515
12,20,0.28401,1.37015,0.86084,0.06042,9.57272,1.91838
12,20,-0.15918,1.7515,0.82053,0.00853,20.01318,2.57932
12,20,-0.15295,1.36771,0.8636,0.07929,9.15374,1.33649
12,20,-0.57336,1.56898,0.98138,-0.06046,14.20435,2.75698
12,20,-0.61893,1.72146,0.84667,-0.06626,8.28709,1.75467
12,20,-0.10507,1.38223,1.07672,0.17754,9.94173,2.86534
12,20,0.07272,1.47621,0.92967,-0.0349,5.27381,2.29084
12,20,-0.17469,1.17898,1.31433,-0.04483,14.61401,2.35513
12,20,-0.50223,1.48068,1.14187,0.02724,12.3656,2.26303
12,20,0.28653,1.52431,0.95301,0.02156,15.30631,1.29166
12,20,-0.23347,1.52259,0.99187,-0.10878,7.05689,2.55124
12,20,-0.24652,1.37907,0.71119,-0.10346,12.17994,2.51788
12,20,-0.13967,1.48624,1.04863,-0.01209,15.83825,3.66543
12,20,0.02349,1.53085,0.89794,-0.01881,13.52687,0.73346
12,20,-0.37331,1.52432,0.77048,-0.02233,12.8951,2.92248
12,20,-0.33606,1.68859,0.89799,0.02782,18.01626,1.393
12,20,0.09343,1.29862,1.03209,0.02763,10.87908,2.41088
12,20,-0.05155,1.54098,1.21185,0.04811,13.02777,2.24806
12,20,0.00706,1.52796,0.9611,0.01199,10.33274,1.76426
13,23,-0.16815,1.81738,1.00403,-0.121,20.27742,2.77744
13,23,-0.17696,1.56069,0.83875,-0.0221,10.30328,2.51202
13,23,-0.7962,1.19151,1.10773,-0.02197,8.69006,3.05533
13,23,-0.18474,1.7009,0.90715,0.04622,9.80267,2.04408
13,23,-0.17241,1.13485,0.80803,-0.00871,6.67484,3.02213
13,23,-0.16707,1.37249,0.94064,0.0137,15.91044,2.30642
13,23,-0.45724,1.5381,0.99555,0.05874,17.1609,3.80703
13,23,0.0579,1.68613,1.11075,0.0109,10.97764,1.93138
13,23,-0.02261,1.17857,1.23883,0.00172,17.3397,1.73594
13,23,-0.07685,1.44533,1.20633,0.02235,15.88182,2.25517
13,23,-0.18469,1.41362,1.06848,0.05281,12.21942,1.56881
13,23,-0.12801,1.72143,1.07856,-0.01233,12.89956,1.94061
13,23,-0.0046,1.67542,0.85167,-0.00017,16.98702,2.72291
13,23,-0.08871,1.6686,0.80335,0.06898,16.48011,2.36536
13,23,-0.24927,1.71496,1.04167,0.13868,17.21968,2.91299
13,23,0.15914,1.31597,0.98438,-0.07915,18.28927,2.85166
13,23,-0.11328,1.48595,1.28316,-0.07704,9.7077,2.11822
13,23,-0.23404,1.32971,0.80418,-0.10795,16.28207,1.85315
13,23,-0.06545,2.00209,0.98528,0.0601,8.45772,3.35553
13,23,-0.4894,1.49157,0.94692,-0.05842,12.38839,1.95029
13,23,-0.21008,1.53126,0.96202,0.07655,14.18472,2.35089
13,23,-0.12215,1.47093,1.16951,-0.00138,12.70849,2.53284
13,23,-0.15859,1.59094,1.02329,0.06419,11.2679,2.18131
14,24,0.12768,1.351,0.97213,0.1069,11.97379,3.05351
14,24,-0.54844,1.45869,0.94152,-0.07487,11.0762,2.78093
14,24,-0.29728,1.1935,1.00078,-0.00429,18.87126,2.47269
14,24,-0.33225,1.3163,0.92926,0.02883,11.97116,2.87729
14,24,-0.31481,1.48916,1.00356,-0.12784,11.92807,1.17759
14,24,-0.18833,1.79371,0.8472,-0.00168,14.45924,3.25634
14,24,-0.39529,1.404,1.1239,-0.01229,17.74558,2.95433
14,24,0.02291,1.64438,1.06748,0.05822,15.44851,1.41736
14,24,-0.39383,1.35849,0.82234,0.01593,10.55751,2.26731
14,24,0.01258,1.53946,1.09663,-0.12085,11.33111,2.06639
14,24,-0.04959,1.62397,0.86095,0.028,13.70867,1.24624
14,24,-0.04766,1.26379,1.03659,0.05481,8.89294,2.78931
14,24,0.10106,1.65195,0.81372,-0.16504,12.00631,2.06954
14,24,-0.20068,1.70215,1.25438,0.05106,15.67177,3.02282
14,24,-0.23304,1.18132,1.23856,-0.01942,10.82255,4.20194
14,24,-0.06447,1.35999,1.33704,-0.11184,14.07482,2.17905
14,24,0.14905,1.18734,1.16344,0.05097,12.35036,2.82455
14,24,-0.20066,1.4486,1.46276,0.04076,11.28151,3.4367
14,24,0.1363,1.50022,1.05706,-0.0372,14.04498,1.11609
14,24,-0.10694,1.53633,1.24204,0.13521,12.05961,2.2638
14,24,-0.37169,1.44919,1.08797,-0.05415,16.12221,3.64171
14,24,-0.13766,1.2871,0.84716,-0.01493,10.21646,1.12715
14,24,-0.26165,1.43061,0.89488,-0.06186,15.72083,2.10542
14,24,0.23067,1.6288,0.83193,0.07291,11.65831,2.91845
15,23,0.13286,1.2904,1.03885,-0.07566,10.68142,1.22872
15,23,-0.07917,1.30078,0.76222,0.07053,9.8882,2.54881
15,23,-0.25299,1.6372,0.75199,-0.08248,17.7542,2.80817
15,23,-0.17105,1.57606,0.91646,-0.02211,7.90386,1.10895
15,23,-0.34439,1.53801,0.95299,-0.01884,12.5391,0.88874
15,23,-0.21598,1.33655,1.10231,-0.0898,11.3353,1.84464
15,23,-0.05626,1.55795,1.17288,-0.04842,17.39882,1.98349
15,23,-0.26621,1.81606,1.11832,0.0553,11.09795,3.38117
15,23,-0.36102,1.59497,1.0461,-0.03515,17.97116,2.49412
15,23,0.03971,1.67201,1.29551,-0.03412,12.81481,1.38989
15,23,-0.08369,1.26975,0.95962,0.02073,7.4053,2.50213
15,23,-0.2031,1.83699,1.04599,0.10225,12.65471,3.66959
15,23,-0.03483,1.23846,1.08931,0.05217,12.077,2.45845
15,23,-0.23803,1.60328,0.79021,-0.0716,17.63029,2.33805
15,23,-0.09393,1.38983,1.18343,0.01805,11.60504,2.58481
15,23,-0.14072,1.65802,0.98994,-0.0704,16.22095,1.88888
15,23,-0.00775,1.44518,0.86592,-0.09766,14.18779,3.21367
15,23,-0.00906,1.58351,1.03046,0.0799,13.97988,1.7775
15,23,0.29398,1.50982,0.98189,-0.08864,11.57644,1.3518
15,23,0.23974,1.8203,1.16656,-0.02145,13.65836,2.32761
15,23,0.07116,1.51648,1.16992,-0.08369,11.68797,2.9941
15,23,-0.11435,1.65209,1.09119,0.12208,6.60744,3.8834
15,23,-0.08951,1.63484,0.92903,-0.02075,18.94677,2.55757
16,20,-0.01436,1.43984,1.09233,0.03935,18.22282,2.72277
16,20,-0.25958,1.42452,1.26728,-0.06357,7.33877,2.75503
16,20,-0.01101,1.55592,1.01795,-0.06647,14.19103,2.28545
16,20,-0.06555,1.43731,1.20877,0.07334,6.80306,2.60189
16,20,-0.01818,1.57512,1.03045,-0.10383,17.04955,3.0253
16,20,-0.04826,1.37186,0.98602,0.11761,16.0324,1.84842
16,20,-0.24155,1.45569,1.17713,0.00202,18.61809,2.39327
16,20,-0.1474,1.72967,1.10983,0.01747,15.44449,2.39309
16,20,-0.02032,1.6986,0.97478,0.03094,19.19422,2.37252
16,20,-0.01844,1.57078,1.08211,-0.13666,17.18288,2.72564
16,20,-0.35205,1.50622,0.88446,-0.04863,6.6312,2.13308
16,20,-0.17362,1.38062,1.16212,-0.02111,10.52884,3.10906
16,20,0.03634,1.22894,0.89032,0.05971,16.43948,1.39474
16,20,-0.17406,1.85139,1.23663,0.00761,12.46977,2.69237
